epoch,Training Loss,Valid. Loss,Valid. Accur.,Training Time,Validation Time
1,1.8165528988226867,1.3566377818584443,0.6645833333333333,2:18:21,0:12:44
2,1.2642278976929493,1.1981969475746155,0.6916666666666667,1:34:53,0:12:45
